user_input,Approved symbol,Approved name,Previous symbols,Alias symbols,matching_status
FGD3,FGD3,"FYVE, RhoGEF and PH domain containing 3",,"FLJ00004, ZFYVE5",matched
FGD4,FGD4,"FYVE, RhoGEF and PH domain containing 4",,"FRABP, frabin, ZFYVE6, CMT4H",matched
FGD5,FGD5,"FYVE, RhoGEF and PH domain containing 5",,"ZFYVE23, FLJ39957, FLJ00274",matched
FGD6,FGD6,"FYVE, RhoGEF and PH domain containing 6",,"ZFYVE24, FLJ11183",matched
FGF1,FGF1,fibroblast growth factor 1,FGFA,"AFGF, ECGF, ECGFA, ECGFB, HBGF1, ECGF-beta, FGF-alpha, GLIO703",matched
FGF2,FGF2,fibroblast growth factor 2,FGFB,,matched
FGF3,FGF3,fibroblast growth factor 3,INT2,HBGF-3,matched
FGF4,FGF4,fibroblast growth factor 4,HSTF1,"K-FGF, HBGF-4, HST, HST-1, KFGF",matched
FGF5,FGF5,fibroblast growth factor 5,,,matched
FGF6,FGF6,fibroblast growth factor 6,,,matched
FGF7,FGF7,fibroblast growth factor 7,,KGF,matched
FGF8,FGF8,fibroblast growth factor 8,,AIGF,matched
FGF9,FGF9,fibroblast growth factor 9,,,matched
FGF10,FGF10,fibroblast growth factor 10,,,matched
FGF11,FGF11,fibroblast growth factor 11,,"FHF3, FLJ16061, MGC45269, MGC102953",matched
FGF12,FGF12,fibroblast growth factor 12,FGF12B,FHF1,matched
FGF13,FGF13,fibroblast growth factor 13,LINC00889,"FHF2, FGF2, FLJ30672",matched
FGF14,FGF14,fibroblast growth factor 14,,"FHF4, SCA27",matched
FGF16,FGF16,fibroblast growth factor 16,MF4,,matched
FGF17,FGF17,fibroblast growth factor 17,,FGF-13,matched
FGF18,FGF18,fibroblast growth factor 18,,"FGF-18, ZFGF5",matched
FGF19,FGF19,fibroblast growth factor 19,,,matched
FGF20,FGF20,fibroblast growth factor 20,,,matched
FGF21,FGF21,fibroblast growth factor 21,,,matched
FGF22,FGF22,fibroblast growth factor 22,,,matched
FGF23,FGF23,fibroblast growth factor 23,,,matched
FGFBP1,FGFBP1,fibroblast growth factor binding protein 1,,"HBP17, FGFBP",matched
FGFBP2,FGFBP2,fibroblast growth factor binding protein 2,,KSP37,matched
FGFBP3,FGFBP3,fibroblast growth factor binding protein 3,C10orf13,MGC39320,matched
FGFR1,FGFR1,fibroblast growth factor receptor 1,"FLT2, KAL2","H2, H3, H4, H5, CEK, FLG, BFGFR, N-SAM, CD331",matched
FGFR1OP2,FGFR1OP2,FGFR1 oncogene partner 2,,DKFZp564O1863,matched
FGFR2,FGFR2,fibroblast growth factor receptor 2,"KGFR, BEK, CFD1, JWS","CEK3, TK14, TK25, ECT1, K-SAM, CD332",matched
FGFR3,FGFR3,fibroblast growth factor receptor 3,ACH,"CEK2, JTK4, CD333",matched
FGFR4,FGFR4,fibroblast growth factor receptor 4,,"JTK2, CD334, TKF",matched
FGFRL1,FGFRL1,fibroblast growth factor receptor like 1,,FGFR5,matched
FGG,FGG,fibrinogen gamma chain,,,matched
FGGY,FGGY,FGGY carbohydrate kinase domain containing,,FLJ10986,matched
FGL1,FGL1,fibrinogen like 1,,"HFREP-1, HPS",matched
FGL2,FGL2,fibrinogen like 2,,"pT49, T49",matched
FGR,FGR,"FGR proto-oncogene, Src family tyrosine kinase",SRC2,"c-fgr, p55c-fgr",matched
FH,FH,fumarate hydratase,,,matched
FHAD1,FHAD1,forkhead associated phosphopeptide binding domain 1,,KIAA1937,matched
FHDC1,FHDC1,FH2 domain containing 1,,"KIAA1727, INF1",matched
FHIP1A,FHIP1A,FHF complex subunit HOOK interacting protein 1A,FAM160A1,"FLJ43373, FHIP-L",matched
FHIP1B,FHIP1B,FHF complex subunit HOOK interacting protein 1B,"C11orf56, FAM160A2","FLJ22665, KIAA1759, DKFZP566M1046, FHIP",matched
FHIP2A,FHIP2A,FHF complex subunit HOOK interacting protein 2A,"KIAA1600, FAM160B1",bA106M7.3,matched
FHIP2B,FHIP2B,FHF complex subunit HOOK interacting protein 2B,"RAI16, FAM160B2",FLJ21801,matched
FHIT,FHIT,fragile histidine triad diadenosine triphosphatase,,"FRA3B, AP3Aase",matched
FHL1,CFH,complement factor H,"HF, HF1, HF2","HUS, FHL1, ARMS1, ARMD4",matched
FHL2,FHL2,four and a half LIM domains 2,,"SLIM3, DRAL",matched
FHL3,FHL3,four and a half LIM domains 3,,SLIM2,matched
FHL5,FHL5,four and a half LIM domains 5,,"FLJ33049, ACT, dJ393D12.2",matched
FHOD1,FHOD1,formin homology 2 domain containing 1,,FHOS,matched
FHOD3,FHOD3,formin homology 2 domain containing 3,,"FHOS2, KIAA1695, FLJ22297, FLJ22717",matched
FIBCD1,FIBCD1,fibrinogen C domain containing 1,,FLJ14810,matched
FIBIN,FIBIN,fin bud initiation factor homolog,,MGC24932,matched
FIBP,FIBP,FGF1 intracellular binding protein,,FGFIBP,matched
FICD,FICD,FIC domain protein adenylyltransferase,,"HYPE, HIP13",matched
FIG4,FIG4,FIG4 phosphoinositide 5-phosphatase,KIAA0274,"SAC3, hSac3, dJ249I4.1, ALS11, CMT4J",matched
FIGLA,FIGLA,folliculogenesis specific bHLH transcription factor,,"bHLHc8, Figalpha",matched
FIGN,FIGN,"fidgetin, microtubule severing factor",,,matched
FIGNL1,FIGNL1,fidgetin like 1,,,matched
FIGNL2,FIGNL2,fidgetin like 2,,,matched
FILIP1,FILIP1,filamin A interacting protein 1,,"FILIP, KIAA1275",matched
FILIP1L,FILIP1L,filamin A interacting protein 1 like,,"DOC-1, GIP130",matched
FIP1L1,FIP1L1,factor interacting with PAPOLA and CPSF1,,"DKFZp586K0717, FIP1, hFip1",matched
FIRRM,FIRRM,FIGNL1 interacting regulator of recombination and mitosis,C1orf112,"FLJ10706, Apolo1, FLIP, MEICA1",matched
FIS1,FIS1,"fission, mitochondrial 1",TTC11,"CGI-135, H_NH0132A01.6",matched
FITM1,FITM1,fat storage inducing transmembrane protein 1,,FIT1,matched
FITM2,FITM2,fat storage inducing transmembrane protein 2,C20orf142,"dJ881L22.2, FIT2",matched
FIZ1,FIZ1,FLT3 interacting zinc finger 1,,"FLJ14768, ZNF798",matched
FJX1,FJX1,four-jointed box kinase 1,,"FLJ22416, FLJ25593",matched
FKBP1A,FKBP1A,FKBP prolyl isomerase 1A,FKBP1,"FKBP-12, FKBP12, PKC12, PPIASE, FKBP12C",matched
FKBP1B,FKBP1B,FKBP prolyl isomerase 1B,FKBP1L,"OTK4, FKBP12.6, PPIase, FKBP9",matched
FKBP1C,FKBP1C,FKBP prolyl isomerase family member 1C,,bA184C23.2,matched
FKBP2,FKBP2,FKBP prolyl isomerase 2,,"FKBP-13, FKBP13, PPIase",matched
FKBP3,FKBP3,FKBP prolyl isomerase 3,,"FKBP-25, FKBP25",matched
FKBP4,FKBP4,FKBP prolyl isomerase 4,,"FKBP59, FKBP52",matched
FKBP5,FKBP5,FKBP prolyl isomerase 5,,"FKBP51, FKBP54, PPIase, P54, Ptg-10",matched
FKBP6,FKBP6,FKBP prolyl isomerase family member 6 (inactive),,"PPIase, FKBP36",matched
FKBP7,FKBP7,FKBP prolyl isomerase 7,,FKBP23,matched
FKBP8,FKBP8,FKBP prolyl isomerase 8,,"FKBP38, FKBPr38",matched
FKBP9,FKBP1B,FKBP prolyl isomerase 1B,FKBP1L,"OTK4, FKBP12.6, PPIase, FKBP9",matched
FKBP10,FKBP10,FKBP prolyl isomerase 10,,"hFKBP65, FKBP65, FLJ22041, FKBP6, FLJ20683, FLJ23833",matched
FKBP11,FKBP11,FKBP prolyl isomerase 11,,FKBP19,matched
FKBP14,FKBP14,FKBP prolyl isomerase 14,,"FLJ20731, FKBP22",matched
FKBP15,FKBP15,FKBP prolyl isomerase family member 15,KIAA0674,"PPP1R76, FKBP133, WAFL",matched
FKBPL,FKBPL,FKBP prolyl isomerase like,,"DIR1, NG7, WISp39",matched
FKRP,FKRP,fukutin related protein,,"LGMD2I, MDC1C, FKTR",matched
FKTN,FKTN,fukutin,FCMD,LGMD2M,matched
FLACC1,FLACC1,flagellum associated containing coiled-coil domains 1,ALS2CR12,,matched
FLAD1,FLAD1,flavin adenine dinucleotide synthetase 1,,"PP591, FAD1",matched
FLCN,FLCN,folliculin,,"BHD, MGC17998, MGC23445, DENND8B",matched
FLG,FGFR1,fibroblast growth factor receptor 1,"FLT2, KAL2","H2, H3, H4, H5, CEK, FLG, BFGFR, N-SAM, CD331",matched
FLG2,FLG2,filaggrin 2,,IFPS,matched
FLI1,FLI1,"Fli-1 proto-oncogene, ETS transcription factor",,"SIC-1, EWSR2, FLI-1",matched
FLII,FLII,FLII actin remodeling protein,,"FLI, FLIL, Fli1, MGC39265",matched
FLNA,FLNA,filamin A,"FLN1, FLN, OPD2, OPD1",ABP-280,matched
FLNB,FLNB,filamin B,"FLN1L, LRS1","TAP, TABP, ABP-278, FH1",matched
FLNC,FLNC,filamin C,FLN2,"ABP-280, ABPL",matched
FLOT1,FLOT1,flotillin 1,,,matched
FLOT2,FLOT2,flotillin 2,M17S1,"ESA, ESA1, ECS-1, ECS1",matched
FLRT1,FLRT1,fibronectin leucine rich transmembrane protein 1,,"MGC21624, SPG68",matched
FLRT2,FLRT2,fibronectin leucine rich transmembrane protein 2,,,matched
FLRT3,FLRT3,fibronectin leucine rich transmembrane protein 3,,,matched
FLT1,FLT1,fms related receptor tyrosine kinase 1,FLT,VEGFR1,matched
FLT3,FLT3,fms related receptor tyrosine kinase 3,,"STK1, FLK2, CD135",matched
FLT3LG,FLT3LG,fms related receptor tyrosine kinase 3 ligand,,,matched
FLT4,FLT4,fms related receptor tyrosine kinase 4,,"VEGFR3, PCL, VEGFR-3",matched
FLVCR1,FLVCR1,FLVCR choline and heme transporter 1,AXPC1,"FLVCR, MFSD7B, PCA, SLC49A1",matched
FLVCR2,FLVCR2,FLVCR choline and putative heme transporter 2,C14orf58,"FLJ20371, MFSD7C, SLC49A2, CCT",matched
FLYWCH1,FLYWCH1,FLYWCH-type zinc finger 1,,DKFZp761A132,matched
FLYWCH2,FLYWCH2,FLYWCH family member 2,,,matched
FMC1,FMC1,formation of mitochondrial complex V assembly factor 1,C7orf55,HSPC268,matched
FMN1,FMN1,formin 1,"LD, FMN","DKFZP686C2281, FLJ45135, MGC125288, MGC125289",matched
FMN2,FMN2,formin 2,,,matched
FMNL1,FMNL1,formin like 1,"C17orf1B, FMNL",C17orf1,matched
FMNL2,FMNL2,formin like 2,FHOD2,KIAA1902,matched
FMNL3,FMNL3,formin like 3,,"DKFZp762B245, MGC45819, WBP3",matched
FMO1,FMO1,flavin containing dimethylaniline monoxygenase 1,,,matched
FMO2,FMO2,flavin containing dimethylaniline monoxygenase 2,,,matched
FMO3,FMO3,flavin containing dimethylaniline monoxygenase 3,,FMOII,matched
FMO4,FMO4,flavin containing dimethylaniline monoxygenase 4,FMO2,,matched
FMO5,FMO5,flavin containing dimethylaniline monoxygenase 5,,,matched
FMOD,FMOD,fibromodulin,,SLRR2E,matched
FMR1,FMR1,fragile X messenger ribonucleoprotein 1,"POF1, POF","FMRP, FRAXA, MGC87458",matched
FMR1NB,FMR1NB,FMR1 neighbor,,"FLJ25736, NY-SAR-35, CT37",matched
FN1,FN1,fibronectin 1,,"MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8",matched
FN3K,FN3K,fructosamine 3 kinase,,,matched
FN3KRP,FN3KRP,fructosamine 3 kinase related protein,,"FLJ12171, FN3KL",matched
FNBP1,FNBP1,formin binding protein 1,,"FBP17, KIAA0554",matched
FNBP1L,FNBP1L,formin binding protein 1 like,C1orf39,"TOCA1, FLJ20275",matched
FNBP4,FNBP4,formin binding protein 4,,KIAA1014,matched
FNDC1,FNDC1,fibronectin type III domain containing 1,FNDC2,"bA243O10.1, KIAA1866, dJ322A24.1",matched
FNDC3A,FNDC3A,fibronectin type III domain containing 3A,FNDC3,"bA203I16.5, KIAA0970",matched
FNDC3B,FNDC3B,fibronectin type III domain containing 3B,,"FAD104, DKFZp762K137, FLJ23399, PRO4979, YVTM2421",matched
FNDC4,FNDC4,fibronectin type III domain containing 4,,"FLJ22362, FRCP1",matched
FNDC5,FNDC5,fibronectin type III domain containing 5,,FRCP2,matched
FNDC7,FNDC7,fibronectin type III domain containing 7,,FLJ35838,matched
FNDC8,FNDC8,fibronectin type III domain containing 8,,DKFZp434H2215,matched
FNDC9,FNDC9,fibronectin type III domain containing 9,C5orf40,MGC27121,matched
FNDC10,FNDC10,fibronectin type III domain containing 10,C1orf233,,matched
FNDC11,FNDC11,fibronectin type III domain containing 11,C20orf195,MGC5356,matched
FNIP1,FNIP1,folliculin interacting protein 1,,KIAA1961,matched
FNIP2,FNIP2,folliculin interacting protein 2,,"KIAA1450, FNIPL, MAPO1",matched
FNTA,FNTA,"farnesyltransferase, CAAX box, subunit alpha",,"FPTA, PGGT1A, PTAR2",matched
FNTB,FNTB,"farnesyltransferase, CAAX box, subunit beta",,FPTB,matched
FOCAD,FOCAD,focadhesin,KIAA1797,FLJ20375,matched
FOLH1,FOLH1,folate hydrolase 1,FOLH,"PSM, PSMA, NAALAD1, NAALAdase, GCP2, GCPII",matched
FOLR1,FOLR1,folate receptor alpha,FOLR,FRα,matched
FOLR2,FOLR2,folate receptor beta,,FRβ,matched
FOLR3,FOLR3,folate receptor gamma,,"FR-G, FRγ",matched
FOS,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit",,"c-fos, AP-1",matched
FOSB,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit",,"G0S3, GOSB, GOS3, AP-1, MGC42291, DKFZp686C0818",matched
FOSL1,FOSL1,"FOS like 1, AP-1 transcription factor subunit",,fra-1,matched
FOSL2,FOSL2,"FOS like 2, AP-1 transcription factor subunit",,"FRA2, FLJ23306",matched
FOXA1,FOXA1,forkhead box A1,HNF3A,,matched
FOXA2,FOXA2,forkhead box A2,HNF3B,,matched
FOXA3,FOXA3,forkhead box A3,HNF3G,,matched
FOXB1,FOXB1,forkhead box B1,,"HFKH-5, FKH5",matched
FOXB2,FOXB2,forkhead box B2,,bA159H20.4,matched
FOXC1,FOXC1,forkhead box C1,"FKHL7, IRID1","FREAC3, ARA, IGDA, IHG1",matched
FOXC2,FOXC2,forkhead box C2,FKHL14,MFH-1,matched
FOXD1,FOXD1,forkhead box D1,FKHL8,FREAC4,matched
FOXD2,FOXD2,forkhead box D2,FKHL17,FREAC9,matched
FOXD3,FOXD3,forkhead box D3,,"Genesis, HFH2",matched
FOXD4,FOXD4,forkhead box D4,FKHL9,"FREAC5, FOXD4a",matched
FOXD4L1,FOXD4L1,forkhead box D4 like 1,,FOXD5,matched
FOXD4L3,FOXD4L3,forkhead box D4 like 3,,"OTTHUMG00000019959, FOXD6",matched
FOXD4L4,FOXD4L4,forkhead box D4 like 4,FOXD4L2,"bA460E7.2, OTTHUMG00000013337, OTTHUMG00000066752",matched
FOXD4L5,FOXD4L5,forkhead box D4 like 5,,"bA15J10.2, OTTHUMG00000013332",matched
FOXD4L6,FOXD4L6,forkhead box D4 like 6,,OTTHUMG00000066822,matched
FOXE1,FOXE1,forkhead box E1,"FKHL15, TITF2, FOXE2","TTF-2, HFKH4",matched
FOXE3,FOXE3,forkhead box E3,FKHL12,FREAC8,matched
FOXF1,FOXF1,forkhead box F1,FKHL5,FREAC1,matched
FOXF2,FOXF2,forkhead box F2,FKHL6,FREAC2,matched
FOXG1,FOXG1,forkhead box G1,"FKHL2, FOXG1B, FKHL4, FKH2, FKHL1, FOXG1C, FKHL3, FOXG1A","HFK2, QIN, BF1, HFK1, HFK3, HBF-3",matched
FOXH1,FOXH1,forkhead box H1,,FAST1,matched
FOXI1,FOXI1,forkhead box I1,FKHL10,FREAC6,matched
FOXI2,FOXI2,forkhead box I2,,FLJ46831,matched
FOXI3,FOXI3,forkhead box I3,,,matched
FOXJ1,FOXJ1,forkhead box J1,FKHL13,"HFH-4, HFH4",matched
FOXJ2,FOXJ2,forkhead box J2,,FHX,matched
FOXJ3,FOXJ3,forkhead box J3,,KIAA1041,matched
FOXK1,FOXK1,forkhead box K1,,IMAGE:5164497,matched
FOXK2,FOXK2,forkhead box K2,"ILF, ILF1",,matched
FOXL1,FOXL1,forkhead box L1,FKHL11,"FREAC7, FKH6",matched
FOXL2,FOXL2,forkhead box L2,BPES,BPES1,matched
FOXL2NB,FOXL2NB,FOXL2 neighbor,C3orf72,FLJ43329,matched
FOXL3,FOXL3,forkhead box L3,,,matched
FOXM1,FOXM1,forkhead box M1,FKHL16,"HFH-11, trident, HNF-3, INS-1, MPP2, MPHOSPH2, TGT3",matched
FOXN1,FOXN1,forkhead box N1,"WHN, RONU",FKHL20,matched
FOXN2,FOXN2,forkhead box N2,HTLF,,matched
FOXN3,FOXN3,forkhead box N3,"C14orf116, CHES1",,matched
FOXN4,FOXN4,forkhead box N4,,,matched
FOXO1,FOXO1,forkhead box O1,"FKHR, FOXO1A",FKH1,matched
FOXO3,FOXO3,forkhead box O3,"FKHRL1, FOXO3A","AF6q21, FOXO2",matched
FOXO3B,FOXO3B,forkhead box O3B,FKHRL1P1,,matched
FOXO4,FOXO4,forkhead box O4,MLLT7,AFX1,matched
FOXO6,FOXO6,forkhead box O6,,,matched
FOXP1,FOXP1,forkhead box P1,,"QRF1, 12CC4, HSPC215, hFKH1B",matched
FOXP2,FOXP2,forkhead box P2,"TNRC10, SPCH1",CAGH44,matched
FOXP3,FOXP3,forkhead box P3,IPEX,"JM2, XPID, AIID, PIDX, DIETER, SCURFIN",matched
FOXP4,FOXP4,forkhead box P4,,FLJ40908,matched
FOXQ1,FOXQ1,forkhead box Q1,,HFH1,matched
FOXR1,FOXR1,forkhead box R1,,"DLNB13, FOXN5",matched
FOXR2,FOXR2,forkhead box R2,,"MGC21658, FOXN6",matched
FOXRED1,FOXRED1,FAD dependent oxidoreductase domain containing 1,,H17,matched
FOXRED2,FOXRED2,FAD dependent oxidoreductase domain containing 2,,"FLJ23322, ERFAD",matched
FOXS1,FOXS1,forkhead box S1,FKHL18,FREAC10,matched
FPGS,FPGS,folylpolyglutamate synthase,,,matched
FPGT,FPGT,fucose-1-phosphate guanylyltransferase,,GFPP,matched
FPR1,FPR1,formyl peptide receptor 1,,"FPR, FMLP",matched
FPR2,FPR2,formyl peptide receptor 2,FPRL1,"LXA4R, HM63, FPRH2, FMLPX, FPR2A, FMLP-R-II, ALXR, ALX",matched
FPR3,FPR3,formyl peptide receptor 3,FPRL2,"FPRH1, FMLPY, RMLP-R-I",matched
FRA10AC1,FRA10AC1,FRA10A associated CGG repeat 1,C10orf4,,matched
FRAS1,FRAS1,Fraser extracellular matrix complex subunit 1,,"FLJ22031, FLJ14927, KIAA1500",matched
FRAT1,FRAT1,FRAT regulator of Wnt signaling pathway 1,,,matched
FRAT2,FRAT2,FRAT regulator of Wnt signaling pathway 2,,,matched
FREM1,FREM1,FRAS1 related extracellular matrix 1,C9orf154,"FLJ25461, C9orf145, C9orf143, DKFZp686M16108, TILRR",matched
FREM2,FREM2,FRAS1 related extracellular matrix 2,,DKFZp686J0811,matched
FREM3,FREM3,FRAS1 related extracellular matrix 3,,,matched
FREY1,FREY1,Frey regulator of sperm-oocyte fusion 1,C11orf94,Frey,matched
FRG1,FRG1,FSHD region gene 1,,"FSG1, FRG1A",matched
FRG2,FRG2,FSHD region gene 2,,FRG2A,matched
FRG2B,FRG2B,FSHD region gene 2 family member B,,,matched
FRG2C,FRG2C,FSHD region gene 2 family member C,,,matched
FRK,FRK,fyn related Src family tyrosine kinase,PTK5,"RAK, GTK",matched
FRMD1,FRMD1,FERM domain containing 1,,"FLJ00181, DKFZp434O0117, FLJ40260, FLJ22615, bA164L23.1",matched
FRMD3,FRMD3,FERM domain containing 3,,"EPB41L4O, MGC20553",matched
FRMD4A,FRMD4A,FERM domain containing 4A,FRMD4,"FLJ10210, KIAA1294, bA295P9.4",matched
FRMD4B,FRMD4B,FERM domain containing 4B,,"KIAA1013, GRSP1",matched
FRMD5,FRMD5,FERM domain containing 5,,MGC14161,matched
FRMD6,FRMD6,FERM domain containing 6,C14orf31,"MGC17921, willin, EX1",matched
FRMD7,FRMD7,FERM domain containing 7,"NYS, NYS1",FLJ43346,matched
FRMD8,FRMD8,FERM domain containing 8,,"FLJ90369, FKSG44, iTAP",matched
FRMPD1,FRMPD1,FERM and PDZ domain containing 1,,"KIAA0967, FRMD2",matched
FRMPD2,FRMPD2,FERM and PDZ domain containing 2,"PDZD5C, PDZK5C",MGC35285,matched
FRMPD3,FRMPD3,FERM and PDZ domain containing 3,,"RP5-1070B1.1, KIAA1817",matched
FRMPD4,FRMPD4,FERM and PDZ domain containing 4,"PDZK10, PDZD10",KIAA0316,matched
FRRS1,FRRS1,ferric chelate reductase 1,SDFR2,SDR2,matched
FRRS1L,FRRS1L,ferric chelate reductase 1 like,C9orf4,CG-6,matched
FRS2,FRS2,fibroblast growth factor receptor substrate 2,,"SNT-1, FRS2alpha, SNT1, FRS2A",matched
FRS3,FRS3,fibroblast growth factor receptor substrate 3,,"SNT-2, FRS2beta, FRS2B",matched
FRY,FRY,FRY microtubule binding protein,C13orf14,"bA37E23.1, 13CDNA73, CG003",matched
FRYL,FRYL,FRY like transcription coactivator,KIAA0826,"DKFZp686E205, AF4p12, MOR2",matched
FRZB,FRZB,frizzled related protein,,"FRZB-PEN, FRZB1, SRFP3, FRP-3, SFRP3, FRE, FRITZ, FRZB-1, FZRB, hFIZ",matched
FSAF1,FSAF1,40S small subunit processome assembly factor 1,C1orf131,DKFZp547B1713,matched
FSBP,FSBP,fibrinogen silencer binding protein,,,matched
FSCB,FSCB,fibrous sheath CABYR binding protein,C14orf155,DKFZP434F1017,matched
FSCN1,FSCN1,fascin actin-bundling protein 1,SNL,"p55, FLJ38511",matched
FSCN2,FSCN2,"fascin actin-bundling protein 2, retinal",,"RP30, RFSN",matched
FSCN3,FSCN3,fascin actin-bundling protein 3,,,matched
FSD1,FSD1,fibronectin type III and SPRY domain containing 1,,"MGC3213, MIR1",matched
FSD1L,FSD1L,fibronectin type III and SPRY domain containing 1 like,"CSDUFD1, CCDC10, FSD1NL, FSD1CL",,matched
FSD2,FSD2,fibronectin type III and SPRY domain containing 2,SPRYD1,RP11-127F21,matched
FSHB,FSHB,follicle stimulating hormone subunit beta,,,matched
FSHR,FSHR,follicle stimulating hormone receptor,ODG1,"FSHRO, LGR1",matched
FSIP1,FSIP1,fibrous sheath interacting protein 1,,FLJ35989,matched
FSIP2,FSIP2,fibrous sheath interacting protein 2,,FLJ34780,matched
FST,FST,follistatin,,FS,matched
FSTL1,FSTL1,follistatin like 1,,"FRP, FSL1, OCC1, OCC-1, tsc36",matched
FSTL3,FSTL3,follistatin like 3,,"FLRG, FSRP",matched
FSTL4,FSTL4,follistatin like 4,,KIAA1061,matched
FSTL5,FSTL5,follistatin like 5,,"DKFZp566D234, KIAA1263",matched
FTCD,FTCD,formimidoyltransferase cyclodeaminase,,,matched
FTCDNL1,FTCDNL1,formiminotransferase cyclodeaminase N-terminal like,,FONG,matched
FTH1,FTH1,ferritin heavy chain 1,FTHL6,"FTH, PLIF, PIG15, FHC",matched
FTHL17,FTHL17,ferritin heavy chain like 17,,CT38,matched
FTL,FTL,ferritin light chain,,"MGC71996, NBIA3, FTL1",matched
FTMT,FTMT,ferritin mitochondrial,,MtF,matched
FTO,FTO,FTO alpha-ketoglutarate dependent dioxygenase,,"KIAA1752, MGC5149, ALKBH9, IFEX9",matched
FTSJ1,FTSJ1,FtsJ RNA 2'-O-methyltransferase 1,"MRX9, MRX44","JM23, CDLIV, SPB1, TRM7, TRMT7",matched
FTSJ3,FTSJ3,FtsJ RNA 2'-O-methyltransferase 3,,SPB1,matched
FUBP1,FUBP1,far upstream element binding protein 1,FUBP,FBP,matched
FUBP3,FUBP3,far upstream element binding protein 3,FBP3,,matched
FUCA1,FUCA1,alpha-L-fucosidase 1,,,matched
FUCA2,FUCA2,alpha-L-fucosidase 2,,"MGC1314, dJ20N2.5",matched
FUNDC1,FUNDC1,FUN14 domain containing 1,,MGC51029,matched
FUNDC2,FUNDC2,FUN14 domain containing 2,,"HCBP6, DC44",matched
FUOM,FUOM,fucose mutarotase,C10orf125,"FLJ26016, FucU, FucM",matched
FURIN,FURIN,"furin, paired basic amino acid cleaving enzyme","PCSK3, FUR, PACE",SPC1,matched
FUS,FUS,FUS RNA binding protein,ALS6,"TLS, FUS1, hnRNP-P2, HNRNPP2",matched
FUT1,FUT1,fucosyltransferase 1 (H blood group),"H, HSC",,matched
FUT2,FUT2,fucosyltransferase 2 (H blood group),SE,"sej, Se2, SEC2",matched
FUT3,FUT3,fucosyltransferase 3 (Lewis blood group),LE,CD174,matched
FUT4,FUT4,fucosyltransferase 4,"CD15, FCT3A, ELFT",FUC-TIV,matched
FUT5,FUT5,fucosyltransferase 5,,FUC-TV,matched
FUT6,FUT6,fucosyltransferase 6,,"FT1A, FCT3A, FucT-VI, FLJ40754",matched
FUT7,FUT7,fucosyltransferase 7,,,matched
FUT8,FUT8,fucosyltransferase 8,,,matched
FUT9,FUT9,fucosyltransferase 9,,Fuc-TIX,matched
FUT10,POFUT3,protein O-fucosyltransferase 3,FUT10,,matched
FUT11,POFUT4,protein O-fucosyltransferase 4,"FUT11,FUT11",MGC33202,matched
FUZ,FUZ,fuzzy planar cell polarity protein,,"FLJ22688, Fy, CPLANE3",matched
FXN,FXN,frataxin,FRDA,"FA, FARR, X25, CyaY",matched
